Age,Dependents,Education,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Interest_Rate,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status,Gender_Male,Marital_Status_Married,Marital_Status_Single,Employment_Status_Self-Employed,Employment_Status_Unemployed,Occupation_Type_Freelancer,Occupation_Type_Professional,Occupation_Type_Salaried,Residential_Status_Own,Residential_Status_Rent,Loan_Purpose_Home,Loan_Purpose_Personal,Loan_Purpose_Vehicle,Loan_Type_Unsecured
68,1,0,1,50789,3512,437,2,6278,19441,0,11087,47,6.52,1,2,13,0.52,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
18,1,1,2,35275,1777,421,2,19443,22211,0,12757,214,12.37,0,6,16,0.02,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
35,3,1,2,101181,2017,781,1,8016,13323,0,25391,215,7.74,0,4,19,0.14,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
42,2,2,2,71820,3688,750,1,48440,2507,0,20228,12,12.67,0,4,15,0.57,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
43,1,1,2,81287,3801,749,1,38025,6609,0,23997,159,10.19,1,7,10,0.05,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0
42,0,0,1,149469,2413,788,1,46280,3520,0,28675,56,6.3,0,1,8,0.48,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
68,3,1,2,33565,4643,424,1,24757,19055,0,11494,83,4.58,1,0,12,0.29,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
31,3,0,0,125539,2435,822,0,37947,23178,0,25856,48,12.78,0,4,21,0.25,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
29,0,2,2,125493,961,721,2,25017,17990,0,32006,52,12.54,1,3,29,0.84,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
38,3,1,0,117883,605,737,2,43932,24012,1,30399,52,4.65,1,3,10,0.95,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1
35,2,0,1,72382,1391,752,0,17951,13893,0,20563,41,13.69,0,2,7,0.63,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
35,0,0,0,103687,2516,731,0,40791,4257,0,21832,119,6.04,0,0,12,0.08,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1
49,2,0,2,40914,1663,319,1,15703,739,0,14819,113,6.61,0,8,19,0.37,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
26,3,0,2,72371,2236,802,1,20459,4353,0,21121,237,5.21,1,7,6,0.03,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
58,2,1,2,57136,4564,317,1,20847,19106,0,5532,231,4.72,1,6,15,0.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25,2,0,2,131802,3633,739,1,34565,10461,0,22638,168,6.98,0,0,14,0.51,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1
39,1,2,2,55746,2791,814,1,15481,14173,0,20000,192,7.87,1,9,5,0.44,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1
48,0,0,2,128279,4607,705,1,22428,4354,0,28455,103,10.82,1,7,19,0.66,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0
32,3,2,2,88731,4907,824,2,38881,29456,0,22219,208,14.83,0,1,15,0.98,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
49,2,1,0,91817,842,762,1,47964,27649,0,20956,150,7.99,1,7,8,0.83,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0
19,3,2,2,43212,3070,417,2,19667,26042,1,13440,198,9.26,0,8,22,0.35,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
23,0,0,0,32876,3254,329,1,9318,3494,0,11958,146,8.4,1,8,14,0.35,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
26,0,0,2,149534,3969,839,0,23832,25856,0,33809,178,12.12,0,5,15,0.38,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
41,3,2,1,105796,3436,782,1,47359,13623,0,24543,101,10.63,1,7,9,0.0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1
31,0,0,2,117338,4454,774,2,5504,21475,1,32150,57,14.47,1,7,17,0.6,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
20,1,0,2,50114,1654,469,0,44961,2322,0,15847,156,9.21,0,5,18,0.05,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
48,3,0,2,105552,2122,773,2,18903,4771,1,30445,74,11.38,0,0,16,0.13,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
68,3,2,2,68358,2276,314,2,39940,22912,0,23870,136,3.9,0,9,6,0.8,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1
36,2,1,2,99160,3363,704,2,12021,22105,0,21900,67,7.19,0,5,9,0.52,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
42,2,0,2,143067,4078,703,0,45192,4550,0,39178,186,11.82,0,4,28,0.24,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
25,3,1,2,37788,2189,572,1,20862,25454,1,8636,66,3.98,0,5,23,0.48,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
36,1,0,2,141539,3081,738,1,299,27494,0,32447,48,12.74,0,7,25,0.83,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1
25,1,2,2,123453,1244,723,0,5632,21746,0,36938,135,4.63,1,1,9,0.26,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
25,0,0,1,102625,3163,835,0,33203,11029,0,26074,180,8.94,0,1,10,0.56,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
34,3,0,2,66845,1473,814,2,1666,29134,0,20034,98,8.06,0,7,11,0.51,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
27,1,0,2,123298,1392,803,0,10679,16184,0,23794,207,5.23,0,3,27,0.99,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1
34,3,1,2,81125,2467,820,1,39976,7255,0,21339,225,8.26,1,7,16,0.95,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
21,1,1,0,58585,3857,387,1,16631,17025,0,15981,136,14.41,1,0,14,0.76,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
48,2,1,2,62841,4167,791,0,32825,19017,0,20000,78,12.8,0,1,24,0.72,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1
29,3,1,0,47894,2820,435,1,30255,1941,1,5539,230,3.6,0,9,11,0.19,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
38,3,1,1,86355,3547,738,1,2811,7038,0,24509,188,12.49,1,6,14,0.14,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1
32,2,2,2,60765,3106,823,0,1808,11076,1,20000,238,11.01,1,2,13,0.15,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
48,0,1,1,139738,3560,752,0,46790,28916,0,39546,195,4.69,0,3,28,0.05,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
31,1,2,0,77828,712,778,2,49207,4632,1,21013,35,13.24,1,3,7,0.88,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
25,3,0,2,124498,2633,822,2,17246,22077,0,29590,160,11.09,0,6,25,0.72,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
66,1,1,1,31691,4554,392,1,13682,2734,0,6751,183,7.68,0,6,18,0.98,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
45,0,0,2,139143,1610,848,0,19570,24342,1,28954,56,10.44,0,7,23,0.6,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
39,3,1,1,112131,3522,786,1,10816,3873,1,21147,28,11.62,0,6,15,0.32,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
39,0,2,1,146569,2345,824,1,20769,10614,1,26136,30,12.59,0,0,23,0.62,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1
49,0,0,2,66475,1932,462,1,31410,12824,1,14206,52,11.31,1,6,5,0.54,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
54,1,0,2,39436,3236,502,0,11639,14877,1,9887,162,12.98,0,9,12,0.89,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
45,2,2,1,101074,4106,841,0,3304,5773,0,30240,214,10.97,0,6,28,0.17,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1
25,3,1,2,131860,3893,729,1,31139,5881,0,22961,47,11.69,0,6,10,0.77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,0,0,0,94580,4821,770,1,24512,18984,0,20009,95,5.53,0,9,28,0.05,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1
25,0,1,2,86060,4881,806,2,20095,3034,0,22673,181,5.77,0,3,15,0.53,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
26,0,1,2,125123,942,717,1,7329,7409,0,31013,142,10.07,1,2,28,0.61,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1
35,3,1,2,121886,4692,743,2,548,27103,1,34026,235,8.0,1,5,5,0.07,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
36,3,0,1,52833,2183,711,1,15741,29508,0,20000,210,5.94,1,1,25,0.0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
35,3,2,2,131484,963,701,2,39873,20900,0,21782,118,11.51,0,9,15,0.56,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
32,3,0,1,129745,1546,703,1,806,7324,0,27274,194,5.48,1,4,25,0.27,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
69,0,1,2,47140,4481,335,0,48510,13594,1,14431,185,12.74,1,1,24,0.69,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
53,3,1,2,65348,1442,300,0,13683,16508,1,13370,88,4.81,1,0,17,0.38,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
45,2,1,2,54073,937,848,1,10457,2356,0,20000,136,9.9,0,2,15,0.5,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
26,1,2,1,59368,1150,785,0,14059,23174,0,20000,165,6.68,1,3,19,0.13,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1
33,0,1,1,83237,2841,733,0,26121,10815,0,21050,150,9.74,0,6,19,0.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1
37,2,0,2,147665,4385,750,1,42309,1757,0,32319,44,8.56,1,1,18,0.26,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0
27,0,1,1,61175,4000,499,1,36380,21819,0,11990,178,6.89,0,2,10,0.43,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
33,3,1,2,147826,2385,826,0,16558,24637,0,30156,228,4.13,1,6,21,0.64,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
62,0,1,2,43105,1914,375,2,32443,10171,0,15869,76,4.91,1,0,29,0.53,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1
20,1,1,1,67571,1266,583,1,28407,18406,0,19880,201,4.59,1,5,11,0.2,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1
41,2,2,2,137479,1632,724,1,39183,637,0,35422,184,6.78,0,9,11,0.02,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0
42,1,2,1,54002,2961,826,0,8071,26463,0,20000,203,11.59,1,2,23,0.7,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
32,1,1,2,59732,1452,814,0,620,23033,0,20000,175,8.02,0,1,28,0.66,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
48,2,1,2,73349,1817,724,2,28810,7183,0,20970,115,4.29,0,6,18,0.86,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
37,3,0,0,141486,3990,817,2,18269,6604,0,20590,32,7.92,0,6,23,0.09,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
42,1,0,2,137777,1977,791,1,21627,3651,0,37579,193,8.22,1,2,18,0.88,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
43,0,0,1,26473,2967,496,1,11567,23170,0,6145,212,3.88,0,5,24,0.17,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
40,2,1,2,68835,2021,756,0,4549,7967,0,20429,188,7.86,0,8,29,0.43,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
45,3,0,2,67993,4143,797,1,15837,25119,0,20182,219,11.58,0,0,23,0.88,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1
38,2,0,2,84510,3544,800,0,29803,26401,0,20737,71,7.7,1,0,15,0.71,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
49,1,1,1,106345,4057,778,1,23784,20405,0,29940,112,7.51,1,6,25,0.31,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
37,3,1,2,97526,1120,823,2,4276,10716,0,24734,63,6.27,1,5,28,0.21,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
21,3,2,2,31421,1515,358,1,39218,21535,1,7589,86,4.08,1,4,8,0.87,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
25,3,0,1,149678,3679,727,0,18721,17360,0,23056,176,13.23,1,3,20,0.92,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1
25,1,0,0,104469,4892,720,0,32151,3223,0,23087,87,5.56,0,7,14,0.75,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
30,1,0,2,142756,3400,713,0,777,355,0,40088,212,6.8,1,6,27,0.53,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
39,0,0,1,133593,617,724,0,30546,22623,0,28515,189,9.65,1,3,19,0.84,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
32,3,1,2,33123,3994,390,1,7188,27092,0,7674,185,9.23,0,4,18,0.41,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
31,1,2,1,104878,1902,769,0,2852,20352,0,26014,154,6.02,1,1,10,0.42,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
48,2,0,2,32076,3767,444,0,16257,27187,0,9537,206,6.95,0,4,6,0.89,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
33,0,2,1,109717,2501,832,2,2146,1921,1,27500,205,4.66,1,3,8,0.58,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
37,0,0,2,97276,4739,757,1,12183,28480,1,21695,57,7.42,0,7,15,1.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
30,3,0,2,109128,2515,713,0,1880,13302,0,25509,58,11.76,1,7,8,0.84,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
34,1,1,2,92639,1208,781,2,29101,1946,0,20886,48,8.34,0,4,19,0.18,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0
45,1,0,1,64045,3038,807,1,17462,4677,0,20000,83,11.55,1,9,26,0.92,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
29,2,2,1,68457,1732,499,0,11123,1770,0,9360,147,14.59,1,2,24,0.06,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
27,2,0,1,137612,4142,841,1,19203,5469,0,30006,32,3.64,0,0,18,0.16,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
39,3,1,2,93957,1792,707,2,8370,719,0,20262,213,5.88,0,2,23,0.5,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0
44,2,0,2,92418,2423,842,2,23790,15714,0,23853,113,7.8,0,6,19,0.09,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
35,2,2,2,106829,2720,749,2,11711,27571,0,22178,110,14.96,1,9,12,0.48,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
43,2,2,1,84187,1088,776,1,38610,2321,0,23205,26,3.98,1,4,22,0.61,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
34,2,0,2,81493,3504,746,1,12869,18747,0,20817,12,14.55,1,1,24,0.74,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
33,3,1,2,56832,2784,733,2,37146,25060,0,20000,18,14.72,0,4,11,0.71,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
47,1,0,1,54178,3874,742,2,9890,15897,0,20000,79,7.28,0,6,12,0.72,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1
25,3,2,0,56919,3127,778,0,48767,17089,0,20000,166,13.56,0,1,12,0.73,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1
40,3,1,2,80790,4440,779,1,3604,29905,0,21952,37,7.6,1,5,7,0.19,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
45,3,0,1,128513,2175,808,1,12288,370,1,28342,155,5.47,1,5,18,0.56,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
39,3,1,0,63298,4645,754,0,31130,14590,0,20000,220,4.26,0,2,29,0.75,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1
34,3,0,2,21833,1184,438,1,12434,9699,1,6484,209,12.14,1,5,6,0.96,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
44,2,0,0,61181,2296,715,0,25807,25331,0,20000,62,8.47,0,8,16,0.28,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
41,0,1,2,52335,3662,715,1,3102,18345,1,20000,60,12.33,1,0,23,0.9,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
49,0,1,2,122578,4611,842,0,24183,29707,0,35110,32,13.83,1,4,25,0.63,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1
49,0,1,0,108552,1395,721,0,12111,8681,0,26063,108,11.13,0,9,28,0.52,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
21,1,0,1,54283,4337,460,2,3540,24318,0,12780,70,13.9,1,6,6,0.36,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
25,0,0,2,107362,1287,701,0,27171,25581,0,31579,47,12.87,0,3,29,0.23,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
31,0,0,2,56735,4932,381,1,43796,1270,1,8286,66,14.54,0,6,19,0.76,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
39,2,2,2,33149,692,490,2,35796,4912,0,10863,158,7.47,0,3,20,0.11,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
38,1,2,0,84007,2615,785,1,45096,17082,0,23811,167,14.91,1,4,5,0.82,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
39,2,1,1,109384,1209,715,0,3628,19857,0,22394,29,6.12,1,0,27,0.64,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0
29,0,0,0,69484,3662,727,1,18548,4161,0,20291,28,12.31,1,4,16,0.62,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
39,1,1,2,91148,3235,806,2,41546,20657,0,22694,152,10.97,1,5,8,0.08,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1
44,0,0,2,112030,560,777,1,416,14795,0,27157,166,9.84,0,7,21,0.17,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
36,0,1,2,98374,4665,846,1,33218,19586,0,22387,35,10.75,1,0,17,0.73,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1
39,1,2,1,84250,2366,771,0,44063,8175,0,23148,161,10.43,1,4,9,0.97,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
26,2,1,0,139266,1903,715,2,40572,21342,0,27803,106,14.48,1,9,17,0.42,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1
46,3,0,2,98575,2436,723,1,40001,1529,0,29538,189,5.63,1,3,17,0.98,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
33,3,0,2,55091,3574,372,0,38001,21947,0,11871,129,8.24,0,5,12,0.44,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
31,0,0,0,121337,4340,751,2,12829,25980,0,29230,150,12.76,0,8,15,0.19,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
18,2,0,1,40536,4393,391,2,1992,15944,0,15976,178,12.73,1,3,11,0.05,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1
43,2,1,2,89658,2658,759,1,16499,12683,0,21581,111,3.92,0,7,22,0.86,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
31,0,0,1,98277,4391,815,1,27171,25948,0,24491,108,8.57,0,5,8,0.04,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
34,1,0,1,73461,2065,716,1,39483,24551,0,21204,111,10.22,0,5,20,0.34,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
46,0,0,1,90039,2463,822,0,2529,14195,1,25549,71,8.19,1,3,13,0.26,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42,2,1,0,55812,3636,788,0,2000,18501,1,20000,168,12.49,1,8,15,0.06,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
32,2,0,1,145224,3430,742,2,23470,22702,0,25240,185,3.7,1,8,28,0.97,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
55,1,1,2,63315,4854,494,1,18926,15150,0,18118,198,4.02,0,8,10,0.62,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
25,0,0,2,123204,3830,715,0,47600,15502,0,20560,203,10.61,0,9,24,0.68,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
47,2,1,2,148754,602,820,0,10282,15834,0,38092,158,6.59,1,7,25,0.93,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1
49,0,0,1,49422,1284,447,1,10413,2247,0,8012,47,10.83,1,8,11,0.45,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
42,1,1,2,61333,4926,571,1,7357,2897,0,20233,160,10.33,1,3,13,0.05,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
37,1,1,2,88190,3916,715,2,12300,4552,0,24967,105,8.26,0,1,26,0.56,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
32,2,1,1,91530,810,770,1,48867,5708,0,21191,109,10.62,0,8,18,0.61,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0
41,3,1,0,33528,2870,518,1,30320,18097,1,12358,169,6.57,0,1,15,0.55,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
28,2,0,1,80161,2160,711,1,30859,17171,0,23087,202,12.43,0,4,20,0.81,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
29,1,0,2,146522,2866,730,0,13436,20406,1,38349,139,8.15,1,6,9,0.19,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
39,0,2,2,89317,1740,713,2,18304,5711,0,25432,201,9.75,1,3,14,0.58,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
54,0,1,2,30230,849,544,2,18489,18858,0,8413,191,9.93,0,9,28,0.4,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
48,3,0,2,114275,2989,768,0,27854,2643,0,33898,189,12.24,0,9,28,0.6,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
60,2,2,2,60352,2805,562,1,458,607,0,22000,135,5.22,0,7,7,0.21,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
34,3,2,2,135909,3521,703,2,4677,12305,0,29107,232,8.39,1,8,15,0.47,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1
58,0,1,1,67664,4145,529,2,45274,28302,0,6373,72,5.8,0,7,8,0.11,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
32,0,1,2,119177,3405,743,0,32223,20373,0,27278,162,14.78,0,6,13,0.68,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
26,3,0,2,83045,844,714,2,38183,413,0,23968,49,7.37,0,8,5,0.72,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1
49,1,1,2,46489,3626,398,1,32296,6817,1,15215,142,11.5,0,1,10,0.6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
47,1,0,1,95961,3873,789,2,14624,28938,0,26826,15,14.74,1,5,23,0.35,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
40,0,1,2,52100,3935,762,1,38382,20984,0,20000,41,14.19,0,7,17,0.73,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
27,3,0,2,69131,2778,774,2,18071,28848,0,20415,101,10.85,0,0,9,0.3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
42,0,1,2,117260,4319,710,1,22844,1475,0,26551,218,14.2,1,3,19,0.2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
42,1,0,1,115942,3938,762,0,31087,26347,1,20722,169,14.52,1,8,27,0.79,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
34,2,2,1,96162,4484,791,0,41845,7750,1,28489,199,10.08,1,0,18,0.97,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
42,3,1,2,62923,4370,780,2,39303,6056,1,20000,66,9.8,1,0,14,0.06,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
27,2,1,2,90295,1393,777,0,3626,8773,0,24585,169,9.26,0,2,25,0.5,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
44,3,2,2,74067,2858,815,1,49012,6406,0,20172,155,7.05,0,5,25,0.71,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
46,3,0,2,134376,2108,782,0,43373,14066,0,32775,111,10.27,1,6,15,0.91,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
18,2,1,1,41507,1510,493,1,19627,23761,0,10654,72,10.28,0,1,23,0.3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
34,0,0,1,141357,1697,832,2,985,2422,0,31640,153,10.84,1,7,10,0.71,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0
32,2,0,1,53381,1523,838,1,7781,18874,1,20000,94,14.6,0,0,29,0.91,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
25,3,1,0,66384,1317,356,1,41944,11299,0,23484,122,10.39,1,1,8,0.3,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
44,0,1,2,60025,2842,807,2,32598,23898,0,20000,224,13.99,0,6,5,0.81,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
34,0,2,2,55309,1746,560,2,37353,17722,0,19951,123,12.4,0,4,18,0.81,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
32,1,0,2,51798,2799,386,1,11992,9723,0,11678,69,9.07,1,5,13,0.56,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
60,1,1,1,20922,1320,547,2,16846,25704,0,5054,116,9.01,0,4,18,0.34,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
40,1,1,1,62618,1765,718,2,26143,29887,1,20000,116,12.74,0,5,5,0.27,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
39,1,2,2,63880,3042,471,0,49060,22657,0,20621,181,7.63,1,9,24,0.44,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
33,1,1,2,60157,4210,562,0,6901,12169,0,12294,47,13.68,1,7,15,0.97,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
25,2,0,2,94458,3586,739,2,5319,7170,0,23585,71,5.41,1,6,18,0.45,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
48,0,1,2,92370,3481,795,2,46667,24583,0,25493,114,10.98,0,6,25,0.27,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
44,1,2,2,85069,2105,747,0,24128,21991,0,23158,64,7.56,1,5,18,0.39,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1
25,1,2,2,70971,2790,707,2,40774,25964,0,20153,215,13.08,1,1,21,0.17,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
49,0,2,2,51309,1088,802,0,25998,25681,0,20000,52,10.64,1,2,23,0.97,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
38,2,1,1,111593,2778,724,1,18643,584,0,20770,93,14.2,0,6,23,0.27,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1
38,2,1,1,110847,4828,776,2,40950,20740,0,24630,141,7.19,1,1,10,0.79,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
