Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
8008,Male,28,Single,1,High School,Employed,Freelancer,Own,Urban,77742,2065,744,2,36425,23547,0,21505,25,Vehicle,4.68,Secured,Yes,2,20,0.38,1
8009,Female,27,Single,3,Graduate,Employed,Freelancer,Rent,Urban,109904,1418,831,2,35917,26365,1,28035,161,Personal,11.45,Secured,No,3,17,0.81,1
8010,Male,29,Divorced,0,Graduate,Self-Employed,Business,Own,Suburban,103539,3676,712,2,35979,22127,1,21550,95,Personal,12.6,Unsecured,Yes,2,23,0.53,1
8011,Male,38,Married,1,High School,Self-Employed,Professional,Rent,Urban,50091,2004,339,1,49294,21461,1,13981,173,Education,5.69,Unsecured,Yes,4,20,0.25,1
8012,Male,31,Married,1,High School,Self-Employed,Professional,Own,Urban,60645,4139,777,2,7739,12656,0,20000,127,Vehicle,14.62,Secured,Yes,3,28,0.69,1
8013,Female,48,Married,3,High School,Self-Employed,Professional,Rent,Suburban,143006,2241,793,0,6722,3935,0,20610,55,Vehicle,7.53,Unsecured,Yes,4,26,0.33,0
8014,Female,38,Married,0,High School,Employed,Freelancer,Own,Urban,130100,1289,818,1,5038,16736,0,29268,17,Personal,13.54,Secured,No,4,11,0.79,1
8015,Female,29,Married,0,High School,Self-Employed,Freelancer,Own,Suburban,118498,4490,740,1,37172,22868,1,21403,175,Vehicle,9.1,Unsecured,No,5,11,0.72,0
8016,Female,41,Married,2,Postgraduate,Employed,Salaried,Own,Urban,63600,594,440,2,48088,11158,1,16617,228,Home,5.17,Unsecured,Yes,5,16,0.65,0
8017,Female,25,Divorced,1,Postgraduate,Unemployed,Professional,Own,Suburban,72426,4652,735,2,24317,13291,1,20585,69,Home,14.95,Secured,Yes,3,8,0.42,1
8018,Female,40,Single,0,Graduate,Self-Employed,Business,Other,Suburban,71127,4878,718,1,35828,26483,0,21147,15,Home,6.6,Unsecured,No,0,10,0.93,1
8019,Male,49,Married,1,High School,Unemployed,Professional,Own,Urban,84882,4841,810,1,28855,11364,0,25243,158,Vehicle,10.0,Secured,Yes,8,16,0.54,1
8020,Female,36,Married,3,High School,Unemployed,Freelancer,Own,Urban,23509,4642,553,1,46443,15080,0,7633,152,Home,10.37,Secured,Yes,1,9,0.51,0
8021,Female,47,Single,2,High School,Self-Employed,Freelancer,Other,Urban,125407,4490,767,2,9191,7041,0,27267,188,Home,5.55,Unsecured,Yes,2,15,0.27,1
8022,Female,51,Married,3,High School,Unemployed,Salaried,Own,Urban,47825,2557,527,2,45942,6368,0,17836,42,Home,5.65,Unsecured,No,4,27,0.49,1
8023,Male,67,Married,0,Graduate,Employed,Professional,Rent,Urban,36561,2166,375,0,43296,23990,0,7005,169,Education,14.29,Secured,No,5,18,0.56,0
8024,Male,29,Single,0,Postgraduate,Employed,Business,Own,Suburban,125385,2641,799,0,9047,8689,0,22038,123,Education,10.38,Unsecured,No,7,6,0.61,1
8025,Female,47,Married,2,Graduate,Self-Employed,Salaried,Own,Suburban,86418,4394,720,2,26694,22831,0,25158,186,Home,12.04,Secured,Yes,8,14,0.44,0
8026,Male,35,Single,1,High School,Unemployed,Professional,Own,Urban,67065,2697,713,1,47504,1450,0,20106,224,Personal,5.32,Unsecured,No,6,18,0.21,1
8027,Male,33,Married,1,Graduate,Unemployed,Salaried,Rent,Urban,56131,1121,526,1,23397,27604,0,19531,37,Personal,13.14,Unsecured,Yes,0,20,0.42,0
8028,Female,33,Married,3,Postgraduate,Self-Employed,Salaried,Own,Urban,126775,2323,704,2,42291,26654,0,37644,123,Vehicle,12.46,Secured,No,1,26,0.97,1
8029,Male,40,Divorced,3,High School,Employed,Freelancer,Own,Suburban,127943,2892,848,1,27109,3306,0,32980,165,Vehicle,13.39,Unsecured,Yes,1,9,0.11,1
8030,Male,52,Single,2,High School,Employed,Business,Other,Rural,22948,3312,496,2,41496,23158,0,5358,51,Home,10.89,Unsecured,No,9,21,0.16,1
8031,Female,27,Divorced,1,High School,Unemployed,Freelancer,Rent,Suburban,121911,4312,700,1,45379,24014,0,29514,121,Home,5.78,Secured,Yes,1,22,0.15,1
8032,Male,44,Divorced,0,Graduate,Employed,Salaried,Rent,Urban,86345,3721,849,0,28462,24332,0,25105,145,Personal,4.7,Unsecured,Yes,1,27,0.92,1
8033,Male,48,Married,1,High School,Employed,Freelancer,Rent,Urban,61214,3712,818,0,27269,5987,0,20000,144,Home,4.27,Secured,Yes,1,12,0.39,1
8034,Female,26,Divorced,2,Postgraduate,Employed,Salaried,Rent,Suburban,129392,2187,725,1,47324,18245,1,22394,66,Personal,6.23,Unsecured,Yes,4,22,0.72,1
8035,Female,30,Married,2,High School,Unemployed,Salaried,Own,Urban,42787,4761,587,2,14050,18334,0,13818,174,Home,5.98,Secured,No,6,5,0.37,0
8036,Male,30,Married,2,Graduate,Employed,Professional,Own,Suburban,58993,1785,723,1,11781,26163,0,20000,130,Home,6.82,Secured,Yes,9,22,0.82,1
8037,Male,38,Single,2,Graduate,Self-Employed,Professional,Own,Urban,73467,4596,778,0,15152,5375,0,21932,190,Vehicle,10.44,Secured,No,2,21,0.78,1
8038,Female,41,Single,0,High School,Unemployed,Business,Other,Rural,67800,3267,368,1,22344,18219,0,6303,77,Home,7.28,Secured,Yes,3,7,0.74,0
8039,Male,33,Single,3,Graduate,Self-Employed,Freelancer,Own,Urban,108192,3345,700,2,9287,15720,0,26748,133,Vehicle,11.09,Unsecured,No,2,9,0.0,1
8040,Male,67,Married,2,High School,Self-Employed,Professional,Own,Suburban,33508,723,459,1,7523,7243,1,11721,51,Education,10.69,Secured,No,3,9,0.59,0
8041,Male,40,Single,1,Graduate,Employed,Salaried,Rent,Urban,56112,942,425,0,21551,10198,0,16827,119,Vehicle,8.91,Secured,No,8,20,0.55,0
8042,Male,27,Single,2,Postgraduate,Employed,Professional,Own,Suburban,141888,1661,739,2,28609,24408,1,27030,180,Vehicle,4.77,Unsecured,No,3,5,0.95,1
8043,Female,36,Single,3,High School,Self-Employed,Freelancer,Own,Urban,69933,1641,720,2,12547,25346,0,20567,202,Home,9.05,Unsecured,Yes,8,21,0.09,0
8044,Female,68,Divorced,1,Graduate,Employed,Professional,Rent,Suburban,44695,2451,451,0,46120,8960,1,12369,74,Home,4.08,Unsecured,No,9,7,0.55,0
8045,Female,29,Single,3,High School,Employed,Salaried,Rent,Suburban,78193,1470,736,2,12639,17662,0,21418,158,Education,11.67,Secured,No,7,28,0.5,1
8046,Male,38,Married,2,Postgraduate,Employed,Professional,Rent,Urban,98567,3883,796,2,36446,23798,1,20208,193,Home,3.9,Secured,Yes,6,17,0.0,1
8047,Male,43,Married,0,Postgraduate,Employed,Freelancer,Own,Suburban,20060,4355,435,2,35958,22444,0,5950,225,Vehicle,4.99,Unsecured,Yes,1,23,0.97,0
8048,Female,32,Single,2,Graduate,Employed,Business,Own,Urban,61040,1095,746,0,18721,16412,0,20000,54,Vehicle,10.74,Unsecured,Yes,7,19,0.96,1
8049,Male,62,Married,0,High School,Employed,Business,Own,Urban,32626,4596,424,2,21597,26576,0,5139,174,Education,9.41,Secured,No,3,24,0.57,0
8050,Female,32,Married,2,High School,Employed,Business,Rent,Urban,104435,3333,782,0,10594,25138,1,27927,167,Education,3.88,Secured,Yes,2,20,0.87,0
8051,Female,28,Married,3,High School,Self-Employed,Freelancer,Own,Urban,132064,2435,722,1,35981,6083,0,33957,105,Personal,10.28,Unsecured,Yes,2,22,0.82,1
8052,Male,40,Single,1,Postgraduate,Employed,Professional,Rent,Suburban,108928,4864,773,2,16538,9967,0,27017,47,Education,12.51,Unsecured,No,0,13,0.27,0
8053,Male,48,Married,3,High School,Employed,Freelancer,Other,Urban,56998,4909,428,1,25330,17887,0,16642,38,Personal,8.78,Unsecured,No,5,12,0.65,0
8054,Female,27,Divorced,3,Graduate,Employed,Freelancer,Own,Suburban,132538,2849,734,2,41744,24171,0,35421,222,Home,4.53,Secured,No,8,5,0.86,1
8055,Male,54,Divorced,3,Graduate,Employed,Freelancer,Own,Urban,62024,1825,429,1,13410,20033,1,11539,176,Personal,14.67,Secured,Yes,2,21,0.41,0
8056,Female,38,Single,3,High School,Self-Employed,Professional,Own,Suburban,125661,3409,753,1,2463,3158,0,34258,90,Vehicle,6.24,Unsecured,No,6,21,0.52,1
8057,Male,49,Single,1,Postgraduate,Self-Employed,Salaried,Rent,Urban,117272,4136,752,0,25980,13321,1,25776,94,Education,3.84,Unsecured,No,6,9,0.63,1
8058,Female,39,Married,1,Graduate,Employed,Freelancer,Own,Urban,61883,4221,790,1,21814,6916,0,20000,135,Education,7.24,Secured,Yes,5,12,0.19,1
8059,Male,31,Married,1,High School,Unemployed,Business,Other,Suburban,137893,633,735,1,331,28741,0,36196,135,Home,12.77,Unsecured,No,2,7,0.83,1
8060,Male,48,Married,3,High School,Self-Employed,Salaried,Rent,Urban,126861,4214,782,1,42101,9551,0,30264,90,Home,7.35,Unsecured,No,4,21,0.89,1
8061,Male,49,Married,1,Graduate,Unemployed,Professional,Own,Suburban,131775,2615,764,2,32523,1073,0,30929,41,Home,9.58,Unsecured,Yes,2,7,0.13,1
8062,Female,25,Divorced,3,Graduate,Employed,Business,Rent,Urban,85918,4417,725,1,27884,21059,1,25385,133,Personal,11.58,Secured,Yes,2,17,0.48,1
8063,Female,46,Married,3,Graduate,Self-Employed,Professional,Own,Urban,36694,4785,453,0,45506,729,0,12158,13,Home,12.07,Secured,No,2,16,0.97,0
8064,Male,34,Married,2,Graduate,Self-Employed,Salaried,Own,Suburban,106025,2740,821,0,1426,20796,1,30689,152,Home,12.11,Unsecured,Yes,5,24,0.18,1
8065,Male,25,Married,1,High School,Employed,Freelancer,Other,Suburban,24685,782,380,0,9623,2188,0,5889,177,Vehicle,6.87,Unsecured,Yes,5,11,0.85,0
8066,Male,32,Married,0,High School,Employed,Professional,Rent,Rural,81382,1652,843,2,6661,25355,1,21586,47,Education,11.43,Secured,No,4,5,0.09,1
8067,Male,33,Single,0,High School,Employed,Salaried,Rent,Urban,90440,1028,744,2,47473,16828,1,24332,69,Home,14.16,Secured,Yes,5,10,0.08,1
8068,Female,30,Married,0,Postgraduate,Employed,Salaried,Own,Suburban,145143,2847,779,1,49226,24937,0,31183,155,Education,12.83,Unsecured,Yes,6,20,0.69,1
8069,Male,39,Married,2,Postgraduate,Unemployed,Salaried,Rent,Suburban,89641,4881,813,1,3431,28766,0,20482,84,Vehicle,6.83,Unsecured,No,7,18,0.2,0
8070,Male,47,Single,1,Graduate,Employed,Salaried,Rent,Suburban,132396,1828,829,2,5992,17623,0,33829,208,Home,8.35,Unsecured,No,0,20,0.82,1
8071,Female,48,Single,3,High School,Unemployed,Professional,Own,Suburban,121477,1821,821,1,28308,13711,0,20541,73,Education,5.71,Unsecured,No,0,25,0.2,1
8072,Male,37,Married,0,Graduate,Employed,Professional,Own,Urban,61829,1417,843,0,36699,2097,0,20000,223,Home,13.36,Unsecured,Yes,6,18,0.03,1
8073,Male,26,Married,0,High School,Unemployed,Professional,Rent,Suburban,25854,2493,480,1,23511,11461,0,9551,110,Education,4.31,Secured,Yes,2,27,0.89,0
8074,Male,42,Single,0,High School,Unemployed,Salaried,Own,Suburban,63288,2699,756,2,22036,15818,0,20000,154,Education,14.46,Unsecured,Yes,4,27,0.39,1
8075,Female,37,Married,1,Graduate,Employed,Salaried,Own,Rural,64647,2514,394,1,6952,20986,0,21293,198,Home,3.52,Secured,No,3,10,0.15,1
8076,Male,28,Single,2,High School,Employed,Business,Own,Urban,96185,1844,849,1,2566,8270,1,23343,136,Vehicle,14.3,Secured,No,0,23,0.58,1
8077,Male,44,Single,1,High School,Self-Employed,Salaried,Own,Urban,71798,2873,835,0,20536,6991,0,20571,60,Vehicle,4.83,Unsecured,Yes,7,9,0.84,1
8078,Female,41,Single,1,Postgraduate,Self-Employed,Professional,Rent,Rural,133016,4004,832,2,31257,10083,1,21464,20,Personal,7.75,Secured,Yes,0,9,0.05,1
8079,Female,37,Single,1,High School,Unemployed,Professional,Own,Suburban,100306,702,721,2,24103,5561,0,28352,123,Vehicle,9.55,Secured,Yes,8,9,0.31,1
8080,Male,42,Married,0,Postgraduate,Self-Employed,Business,Own,Urban,97196,634,819,1,44517,16334,0,24501,21,Home,5.67,Secured,No,7,19,0.81,1
8081,Female,49,Married,3,Graduate,Self-Employed,Professional,Own,Suburban,109967,4383,720,0,48629,26466,0,32983,99,Personal,3.81,Unsecured,No,6,12,0.87,1
8082,Female,32,Married,1,Graduate,Self-Employed,Salaried,Own,Urban,147618,3460,776,2,44863,5964,0,42169,192,Home,8.66,Secured,No,4,20,0.52,1
8083,Female,34,Married,2,Graduate,Employed,Freelancer,Rent,Rural,86687,4867,725,2,24955,21156,0,21567,78,Personal,10.44,Unsecured,Yes,9,21,0.44,1
8084,Male,41,Married,1,High School,Employed,Professional,Own,Suburban,146266,1694,707,2,1621,23648,0,33292,174,Education,7.56,Secured,No,0,20,0.51,1
8085,Male,32,Single,2,Postgraduate,Self-Employed,Business,Own,Suburban,85564,2126,810,2,19201,11040,0,25548,44,Home,9.19,Secured,Yes,5,22,0.9,1
8086,Female,43,Single,0,High School,Employed,Salaried,Rent,Urban,131143,4800,773,0,34013,1364,0,32594,206,Education,14.07,Unsecured,Yes,8,17,0.58,0
8087,Female,69,Single,0,Postgraduate,Employed,Professional,Rent,Urban,61325,1048,476,1,39988,24477,1,7365,161,Education,7.05,Secured,Yes,7,10,0.76,0
8088,Male,41,Married,2,Postgraduate,Self-Employed,Freelancer,Own,Urban,61201,2151,355,0,10647,28937,0,13098,31,Personal,8.39,Unsecured,Yes,1,16,0.88,0
8089,Male,36,Married,2,Graduate,Employed,Freelancer,Rent,Urban,95742,959,781,1,28991,9024,0,22051,155,Education,9.35,Unsecured,Yes,2,29,0.37,1
8090,Male,57,Married,2,Postgraduate,Self-Employed,Freelancer,Own,Urban,32436,539,369,2,28452,28138,1,6297,199,Vehicle,7.76,Secured,Yes,9,20,0.26,0
8091,Male,44,Married,1,Graduate,Employed,Business,Own,Urban,54246,589,310,0,20904,862,0,9566,118,Personal,12.57,Unsecured,No,3,14,0.22,0
8092,Female,43,Married,0,Postgraduate,Employed,Business,Own,Urban,51949,3481,799,2,712,24175,1,20000,104,Home,4.12,Secured,No,5,5,0.97,1
8093,Female,44,Single,3,Graduate,Employed,Business,Own,Rural,137899,1528,783,1,41915,21158,0,34876,54,Home,13.57,Unsecured,Yes,3,11,0.71,1
8094,Male,52,Single,0,Postgraduate,Employed,Salaried,Own,Urban,53347,1387,588,2,28486,29857,0,18440,234,Personal,13.37,Secured,Yes,3,26,0.68,0
8095,Male,32,Married,3,High School,Unemployed,Professional,Own,Urban,144617,4886,757,2,28867,1057,0,25403,193,Education,5.11,Unsecured,Yes,5,25,0.02,1
8096,Female,41,Married,0,High School,Employed,Salaried,Rent,Suburban,22738,2980,554,1,48246,25537,0,7863,94,Vehicle,7.19,Unsecured,Yes,6,26,0.79,0
8097,Male,32,Single,2,Graduate,Self-Employed,Professional,Own,Suburban,122578,4181,837,1,17399,10618,1,22478,204,Vehicle,13.0,Unsecured,Yes,1,13,0.38,1
8098,Female,36,Married,3,Graduate,Employed,Freelancer,Rent,Urban,50488,2822,751,1,33234,1460,0,20000,87,Education,10.58,Unsecured,No,3,27,0.86,1
8099,Male,39,Married,3,Graduate,Employed,Professional,Own,Suburban,80479,4586,717,1,6686,3299,0,22535,145,Home,13.56,Secured,No,9,8,0.13,1
8100,Male,25,Single,3,High School,Self-Employed,Business,Own,Urban,81221,4968,752,0,25445,25615,0,21254,208,Personal,6.62,Unsecured,Yes,7,26,0.96,1
8101,Male,31,Married,0,High School,Self-Employed,Freelancer,Other,Urban,22497,4959,552,2,12026,7038,1,7719,180,Vehicle,11.53,Unsecured,No,4,23,0.71,0
8102,Female,38,Single,2,High School,Unemployed,Business,Rent,Suburban,52031,2133,475,1,9139,6503,0,12860,101,Personal,10.64,Unsecured,No,3,10,0.02,0
8103,Female,25,Married,0,High School,Self-Employed,Professional,Own,Urban,54666,4580,745,0,3016,12984,1,20000,175,Home,4.37,Secured,No,5,11,0.65,1
8104,Female,33,Married,3,Postgraduate,Unemployed,Professional,Other,Suburban,113406,928,779,0,42639,22940,1,23643,107,Home,6.71,Unsecured,Yes,9,23,0.26,1
8105,Female,62,Divorced,1,High School,Self-Employed,Freelancer,Other,Suburban,20637,3573,422,1,3064,5078,0,5569,89,Vehicle,4.42,Unsecured,Yes,9,29,0.5,0
8106,Male,47,Single,0,Postgraduate,Unemployed,Salaried,Own,Urban,97531,1846,831,2,31426,2873,0,25474,120,Personal,13.69,Unsecured,Yes,1,27,0.99,1
8107,Male,25,Married,2,High School,Employed,Freelancer,Own,Urban,79720,1054,818,0,44627,6789,0,23578,83,Home,6.4,Unsecured,Yes,0,15,0.69,1
8108,Female,49,Divorced,1,High School,Employed,Business,Own,Suburban,115377,1311,825,2,48755,21103,0,26186,58,Education,13.68,Secured,Yes,2,27,0.25,1
8109,Female,23,Married,2,Graduate,Unemployed,Professional,Rent,Urban,37660,4456,513,2,47561,25137,1,12576,117,Home,4.49,Unsecured,Yes,3,21,0.84,0
8110,Female,31,Married,2,Postgraduate,Employed,Professional,Own,Rural,32801,3985,519,2,48305,9509,0,9075,85,Education,10.03,Secured,Yes,1,28,1.0,0
8111,Male,49,Divorced,3,Postgraduate,Employed,Freelancer,Own,Suburban,101418,1398,753,1,3711,8596,0,24876,101,Vehicle,7.09,Unsecured,Yes,1,21,0.76,0
8112,Male,31,Single,2,Postgraduate,Unemployed,Freelancer,Own,Urban,136281,4257,737,1,7591,4309,0,35937,167,Vehicle,14.9,Unsecured,Yes,6,20,0.35,1
8113,Female,40,Married,3,Postgraduate,Employed,Salaried,Own,Urban,68192,3002,321,1,3069,1144,0,20817,233,Home,4.86,Unsecured,No,3,8,0.27,0
8114,Female,35,Single,3,Graduate,Employed,Salaried,Own,Urban,82248,4988,773,1,4878,8566,0,21222,105,Education,12.27,Secured,No,2,8,0.23,1
8115,Female,31,Married,1,High School,Employed,Salaried,Own,Urban,115947,3449,727,1,47161,22530,0,28279,195,Home,4.03,Secured,No,0,16,0.25,1
8116,Male,48,Married,3,High School,Self-Employed,Professional,Own,Rural,56250,2518,796,0,3807,313,0,20000,73,Home,13.61,Secured,Yes,4,27,0.45,1
8117,Male,34,Single,2,Postgraduate,Self-Employed,Professional,Own,Suburban,67178,1350,535,2,26699,5036,0,12714,61,Home,8.21,Unsecured,Yes,1,16,0.42,0
8118,Male,44,Married,3,Graduate,Employed,Professional,Own,Rural,51424,2522,755,0,25719,29369,1,20000,44,Home,8.42,Unsecured,No,9,12,0.32,1
8119,Female,31,Single,1,High School,Self-Employed,Freelancer,Own,Urban,110347,3425,717,2,12259,11216,0,29609,27,Education,7.36,Unsecured,No,9,13,0.16,0
8120,Male,49,Married,2,Graduate,Employed,Professional,Rent,Urban,122875,3748,755,1,40226,22625,0,24194,114,Vehicle,4.12,Secured,Yes,8,10,0.58,1
8121,Male,42,Married,1,Graduate,Self-Employed,Business,Own,Suburban,148302,2087,712,2,23680,22785,0,44037,59,Vehicle,12.05,Unsecured,No,1,17,0.27,1
8122,Male,40,Married,1,High School,Employed,Business,Own,Urban,69204,555,826,0,15511,15592,0,20400,206,Personal,11.2,Secured,Yes,8,15,0.91,1
8123,Male,30,Divorced,0,High School,Employed,Salaried,Rent,Suburban,73210,2611,729,2,42950,25207,0,20220,146,Vehicle,8.14,Unsecured,Yes,0,9,0.42,0
8124,Female,26,Single,1,High School,Employed,Business,Own,Urban,122077,2670,789,2,24498,14739,0,28333,12,Personal,11.72,Secured,Yes,2,13,1.0,1
8125,Male,44,Single,0,Graduate,Unemployed,Business,Own,Urban,58339,3959,769,2,14707,5860,0,20000,60,Home,10.22,Unsecured,Yes,1,9,0.6,1
8126,Male,47,Divorced,1,Graduate,Employed,Professional,Rent,Urban,145289,1519,712,1,26567,8636,1,36978,66,Home,13.71,Secured,No,5,23,0.11,1
8127,Female,26,Married,0,Postgraduate,Employed,Business,Rent,Urban,129386,3892,738,0,7418,10334,0,28425,150,Vehicle,4.77,Secured,Yes,7,7,0.55,0
8128,Male,42,Married,0,Graduate,Employed,Freelancer,Own,Urban,56189,4974,415,0,36819,15225,0,16467,238,Personal,8.42,Unsecured,Yes,4,10,0.21,0
8129,Female,64,Married,0,Graduate,Self-Employed,Freelancer,Rent,Rural,57258,4827,555,0,20078,9876,0,5925,67,Personal,11.4,Secured,Yes,6,20,0.01,0
8130,Female,30,Married,2,Postgraduate,Employed,Professional,Own,Urban,99698,664,780,0,14700,13905,0,20145,219,Education,9.98,Unsecured,Yes,0,26,0.29,1
8131,Male,60,Married,0,Graduate,Employed,Professional,Own,Rural,47491,1541,386,1,11601,11651,0,6162,154,Education,3.83,Secured,Yes,6,17,0.54,0
8132,Male,32,Divorced,3,Graduate,Unemployed,Business,Own,Suburban,125587,4260,734,1,31257,28660,0,29589,82,Home,5.14,Unsecured,Yes,3,18,0.98,1
8133,Male,46,Single,1,Graduate,Self-Employed,Professional,Other,Suburban,57919,4821,532,0,25513,16831,0,19345,152,Education,14.53,Unsecured,Yes,9,10,0.59,0
8134,Female,33,Married,1,Graduate,Employed,Business,Own,Rural,82117,4126,791,2,9483,16462,0,21579,142,Vehicle,13.79,Secured,Yes,1,18,0.49,1
8135,Female,33,Married,3,Postgraduate,Employed,Business,Rent,Suburban,121377,2495,804,2,6532,3892,0,21432,134,Vehicle,11.13,Secured,No,2,12,0.33,1
8136,Female,38,Divorced,2,High School,Employed,Salaried,Own,Urban,134287,4810,847,0,8717,28983,0,31718,83,Home,14.41,Secured,Yes,2,25,0.93,1
8137,Female,37,Single,0,High School,Self-Employed,Salaried,Other,Suburban,131268,1374,747,1,26522,20277,1,36891,53,Vehicle,4.51,Secured,No,9,23,0.87,1
8138,Male,32,Single,1,High School,Employed,Professional,Own,Urban,68395,2209,329,2,18593,26814,1,25584,226,Home,8.69,Secured,No,9,18,0.31,0
8139,Male,38,Married,1,Graduate,Employed,Professional,Own,Suburban,69971,2348,736,2,11171,21381,1,20473,190,Personal,6.83,Secured,Yes,0,18,0.56,1
8140,Female,40,Married,0,High School,Employed,Business,Own,Urban,107407,2472,799,2,17421,26028,0,27317,32,Home,10.44,Secured,No,7,5,0.67,1
8141,Male,40,Married,1,Postgraduate,Unemployed,Business,Own,Urban,59082,3101,834,1,16784,11695,0,20000,223,Education,12.73,Secured,Yes,1,8,0.9,1
8142,Female,68,Single,1,Postgraduate,Employed,Professional,Own,Urban,57717,2494,544,1,31997,4645,0,17269,135,Home,4.55,Unsecured,Yes,2,22,0.05,0
8143,Male,37,Married,3,Postgraduate,Self-Employed,Business,Own,Urban,70638,3430,793,1,43918,17285,0,20329,24,Personal,13.67,Secured,Yes,6,15,0.6,1
8144,Female,36,Married,2,Graduate,Employed,Salaried,Own,Rural,100141,1501,767,2,25278,8697,0,23672,170,Home,7.72,Unsecured,Yes,8,12,0.67,1
8145,Female,26,Married,2,High School,Employed,Professional,Other,Suburban,28416,2297,305,0,33635,15365,0,10526,222,Education,4.2,Secured,Yes,4,8,0.62,1
8146,Female,28,Married,2,Postgraduate,Unemployed,Freelancer,Own,Urban,62486,2239,726,2,19166,7775,1,20000,182,Personal,4.15,Unsecured,No,2,8,0.58,1
8147,Male,32,Single,3,Graduate,Unemployed,Salaried,Own,Urban,97802,2189,788,1,27622,5260,0,23498,17,Education,8.85,Unsecured,Yes,0,10,0.62,1
8148,Male,29,Single,0,Postgraduate,Unemployed,Business,Own,Rural,47470,4740,551,0,19604,10732,0,18457,51,Education,12.18,Secured,Yes,2,29,0.45,0
8149,Female,46,Married,3,Graduate,Employed,Business,Own,Urban,133306,2937,736,1,41410,4397,1,30344,69,Home,12.89,Secured,No,3,17,0.67,0
8150,Female,25,Married,2,Graduate,Self-Employed,Business,Own,Rural,61040,1736,706,1,27811,27167,0,20000,205,Home,12.63,Secured,Yes,4,12,0.46,1
8151,Female,36,Married,2,High School,Employed,Salaried,Rent,Urban,143182,4368,843,2,44456,29895,1,35668,25,Home,8.02,Secured,No,8,27,0.17,0
8152,Male,57,Married,0,High School,Self-Employed,Professional,Other,Urban,51411,570,314,1,21493,10628,0,15520,112,Home,7.52,Secured,Yes,9,12,0.51,0
8153,Female,28,Single,1,Postgraduate,Self-Employed,Business,Own,Suburban,95226,1659,745,0,45076,22879,0,27672,58,Vehicle,3.62,Unsecured,No,6,22,0.7,1
8154,Male,59,Divorced,3,Graduate,Employed,Professional,Own,Urban,41096,3381,434,2,39336,8894,0,7146,14,Education,13.12,Unsecured,Yes,0,5,0.06,0
8155,Male,50,Single,1,High School,Unemployed,Professional,Own,Urban,63303,4848,313,1,22152,5267,0,15995,161,Home,12.41,Unsecured,No,3,12,0.94,0
8156,Female,44,Married,0,High School,Employed,Professional,Other,Urban,135989,4432,830,1,15030,2497,1,20095,199,Vehicle,14.37,Secured,No,0,25,0.98,1
8157,Male,52,Single,2,Graduate,Unemployed,Business,Rent,Urban,25503,4938,424,0,31586,14355,0,6587,216,Home,6.22,Unsecured,No,5,16,0.21,0
8158,Female,39,Married,1,Graduate,Employed,Freelancer,Own,Suburban,88752,1441,817,0,9833,28754,0,21098,222,Education,10.82,Unsecured,No,9,22,0.56,1
8159,Female,26,Single,1,Graduate,Self-Employed,Salaried,Rent,Urban,142706,4591,781,1,12172,21490,0,35551,101,Home,11.79,Secured,No,2,22,0.25,1
8160,Male,27,Divorced,1,High School,Unemployed,Business,Rent,Urban,24762,2709,551,1,19846,63,1,5157,13,Personal,7.46,Secured,Yes,0,9,0.29,0
8161,Male,25,Divorced,2,Graduate,Self-Employed,Salaried,Own,Rural,37840,4645,461,1,11204,14086,0,7098,14,Home,12.16,Unsecured,No,3,29,0.26,0
8162,Male,38,Single,2,Graduate,Employed,Professional,Own,Urban,93273,4106,706,1,14677,24706,0,22752,187,Vehicle,6.98,Unsecured,No,4,20,0.28,1
8163,Male,37,Married,0,High School,Employed,Salaried,Other,Urban,90727,3846,809,0,4969,21026,0,22853,135,Vehicle,13.39,Unsecured,Yes,1,19,0.99,0
8164,Male,37,Single,1,Graduate,Employed,Salaried,Own,Suburban,104742,2530,721,1,19500,8195,0,25006,167,Personal,10.74,Secured,Yes,0,23,1.0,1
8165,Male,46,Married,0,High School,Employed,Salaried,Rent,Urban,131367,1503,762,0,43868,18379,0,36376,104,Vehicle,7.56,Secured,No,7,26,0.98,1
8166,Male,32,Divorced,0,High School,Self-Employed,Professional,Rent,Urban,124093,2223,789,2,33367,29988,1,26557,51,Education,3.61,Unsecured,Yes,6,24,0.58,1
8167,Female,48,Married,0,High School,Employed,Freelancer,Other,Urban,90878,541,764,2,32592,5294,0,26028,16,Home,12.51,Unsecured,Yes,5,28,0.17,1
8168,Male,29,Single,0,Graduate,Employed,Salaried,Own,Urban,141337,2013,836,2,5711,28723,0,37139,199,Education,12.35,Unsecured,No,3,5,0.5,1
8169,Female,26,Married,0,Graduate,Self-Employed,Business,Own,Urban,105107,4745,722,1,6892,9174,0,28428,80,Personal,7.86,Secured,Yes,6,18,0.63,1
8170,Male,45,Married,2,Postgraduate,Self-Employed,Salaried,Rent,Suburban,102110,4771,740,2,851,15113,0,25563,44,Home,6.94,Secured,No,3,17,0.35,1
